year,country,soe,arrivals,arrivals_male,arrivals_female
2023,TUR,W.P. Labuan,2,2,0
2023,TUV,Selangor,4,3,1
2023,TWN,Johor,72512,31364,41148
2023,TWN,Kedah,1837,910,927
2023,TWN,Kelantan,16,10,6
2023,TWN,Melaka,44,21,23
2023,TWN,Negeri Sembilan,0,0,0
2023,TWN,Pahang,63,30,33
2023,TWN,Perak,695,378,317
2023,TWN,Perlis,257,117,140
2023,TWN,Pulau Pinang,46672,22930,23742
2023,TWN,Sabah,11460,5538,5922
2023,TWN,Sarawak,3959,1777,2182
2023,TWN,Selangor,176479,84654,91825
2023,TWN,W.P. Labuan,106,55,51
2023,TZA,Johor,293,175,118
2023,TZA,Kedah,15,6,9
2023,TZA,Perak,2,2,0
2023,TZA,Perlis,2,2,0
2023,TZA,Pulau Pinang,6,4,2
2023,TZA,Sabah,2,0,2
2023,TZA,Sarawak,40,39,1
2023,TZA,Selangor,2287,1157,1130
2023,TZA,W.P. Labuan,1,1,0
2023,UGA,Johor,198,78,120
2023,UGA,Kedah,14,3,11
2023,UGA,Perak,0,0,0
2023,UGA,Perlis,4,1,3
2023,UGA,Pulau Pinang,17,9,8
2023,UGA,Sabah,1,1,0
2023,UGA,Sarawak,5,4,1
2023,UGA,Selangor,1403,663,740
2023,UKR,Johor,1270,701,569
2023,UKR,Kedah,420,171,249
2023,UKR,Kelantan,34,26,8
2023,UKR,Melaka,16,16,0
2023,UKR,Negeri Sembilan,0,0,0
2023,UKR,Pahang,27,25,2
2023,UKR,Perak,14,7,7
2023,UKR,Perlis,96,51,45
2023,UKR,Pulau Pinang,271,138,133
2023,UKR,Sabah,67,35,32
2023,UKR,Sarawak,45,28,17
2023,UKR,Selangor,11458,5470,5988
2023,UKR,W.P. Labuan,11,3,8
2023,URY,Johor,218,87,131
2023,URY,Kedah,12,8,4
2023,URY,Kelantan,2,1,1
2023,URY,Perak,0,0,0
2023,URY,Perlis,1,1,0
2023,URY,Pulau Pinang,7,4,3
2023,URY,Sabah,5,3,2
2023,URY,Sarawak,8,3,5
2023,URY,Selangor,1111,545,566
2023,URY,W.P. Labuan,4,2,2
2023,USA,Johor,53470,30922,22548
2023,USA,Kedah,6967,3746,3221
2023,USA,Kelantan,154,102,52
2023,USA,Melaka,38,23,15
2023,USA,Negeri Sembilan,3,2,1
2023,USA,Pahang,148,99,49
2023,USA,Perak,1803,955,848
2023,USA,Perlis,1335,848,487
2023,USA,Pulau Pinang,24538,14691,9847
2023,USA,Sabah,3741,2001,1740
2023,USA,Sarawak,3618,2067,1551
2023,USA,Selangor,171426,99735,71691
2023,USA,Terengganu,3,3,0
2023,USA,W.P. Labuan,96,67,29
2023,UZB,Johor,1141,897,244
2023,UZB,Kedah,165,95,70
2023,UZB,Kelantan,7,4,3
2023,UZB,Perak,3,1,2
2023,UZB,Perlis,26,18,8
2023,UZB,Pulau Pinang,167,62,105
2023,UZB,Sabah,47,36,11
2023,UZB,Sarawak,12,3,9
2023,UZB,Selangor,14559,8686,5873
2023,VAT,Johor,0,0,0
2023,VAT,Pulau Pinang,1,1,0
2023,VAT,Sarawak,1,1,0
2023,VAT,Selangor,3,3,0
2023,VCT,Johor,5,2,3
2023,VCT,Kedah,1,1,0
2023,VCT,Pulau Pinang,1,0,1
2023,VCT,Sarawak,4,4,0
2023,VCT,Selangor,32,15,17
2023,VEN,Johor,169,91,78
2023,VEN,Kedah,24,9,15
2023,VEN,Kelantan,0,0,0
2023,VEN,Melaka,0,0,0
2023,VEN,Perak,0,0,0
2023,VEN,Perlis,2,0,2
2023,VEN,Pulau Pinang,24,16,8
2023,VEN,Sabah,20,10,10
2023,VEN,Sarawak,40,30,10
2023,VEN,Selangor,969,522,447
2023,VEN,W.P. Labuan,2,2,0
2023,VNM,Johor,184200,59883,124317
2023,VNM,Kedah,3718,605,3113
2023,VNM,Kelantan,164,61,103
2023,VNM,Melaka,4,1,3
2023,VNM,Negeri Sembilan,1,0,1
2023,VNM,Pahang,22,14,8
2023,VNM,Perak,1783,152,1631
2023,VNM,Perlis,2612,277,2335
2023,VNM,Pulau Pinang,17443,5390,12053
2023,VNM,Sabah,264,85,179
2023,VNM,Sarawak,2587,529,2058
2023,VNM,Selangor,189311,68099,121212
2023,VNM,Terengganu,2,2,0
2023,VNM,W.P. Labuan,34,21,13
2023,VUT,Johor,517,379,138
2023,VUT,Kedah,3,2,1
2023,VUT,Pulau Pinang,57,42,15
2023,VUT,Sabah,9,9,0
2023,VUT,Sarawak,2,1,1
2023,VUT,Selangor,827,685,142
2023,WSM,Johor,11,7,4
2023,WSM,Sarawak,1,0,1
2023,WSM,Selangor,45,17,28
2023,XXX,Johor,960,575,385
2023,XXX,Kedah,82,41,41
2023,XXX,Kelantan,4,1,3
2023,XXX,Melaka,0,0,0
2023,XXX,Pahang,2,0,2
2023,XXX,Perak,32,15,17
2023,XXX,Perlis,17,13,4
2023,XXX,Pulau Pinang,594,325,269
2023,XXX,Sabah,196,113,83
2023,XXX,Sarawak,374,264,110
2023,XXX,Selangor,4395,2634,1761
2023,XXX,W.P. Labuan,8,5,3
2023,YEM,Johor,394,275,119
2023,YEM,Kedah,44,38,6
2023,YEM,Kelantan,11,8,3
2023,YEM,Melaka,18,10,8
2023,YEM,Pahang,2,2,0
2023,YEM,Perak,4,4,0
2023,YEM,Perlis,16,16,0
2023,YEM,Pulau Pinang,44,35,9
2023,YEM,Sabah,6,6,0
2023,YEM,Sarawak,35,18,17
2023,YEM,Selangor,16025,11027,4998
2023,YEM,W.P. Labuan,0,0,0
2023,ZAF,Johor,3378,2026,1352
2023,ZAF,Kedah,592,325,267
2023,ZAF,Kelantan,21,15,6
2023,ZAF,Melaka,1,1,0
2023,ZAF,Pahang,15,9,6
2023,ZAF,Perak,25,17,8
2023,ZAF,Perlis,164,100,64
2023,ZAF,Pulau Pinang,623,335,288
2023,ZAF,Sabah,190,97,93
2023,ZAF,Sarawak,1154,572,582
2023,ZAF,Selangor,13393,7452,5941
2023,ZAF,Terengganu,3,3,0
2023,ZAF,W.P. Labuan,62,28,34
2023,ZAR,Selangor,5,3,2
2023,ZMB,Johor,59,29,30
2023,ZMB,Kedah,7,4,3
2023,ZMB,Perak,0,0,0
2023,ZMB,Perlis,1,1,0
2023,ZMB,Pulau Pinang,7,3,4
2023,ZMB,Sabah,1,0,1
2023,ZMB,Sarawak,8,5,3
2023,ZMB,Selangor,887,463,424
2023,ZWE,Johor,130,64,66
2023,ZWE,Kedah,13,5,8
2023,ZWE,Kelantan,0,0,0
2023,ZWE,Perak,1,0,1
2023,ZWE,Perlis,7,4,3
2023,ZWE,Pulau Pinang,27,13,14
2023,ZWE,Sabah,6,4,2
2023,ZWE,Sarawak,7,7,0
2023,ZWE,Selangor,1834,858,976
2024,AFG,Johor,1,1,0
2024,AFG,Perlis,3,2,1
2024,AFG,Pulau Pinang,4,4,0
2024,AFG,Sarawak,3,3,0
2024,AFG,Selangor,322,244,78
2024,AGO,Johor,1,1,0
2024,AGO,Selangor,33,21,12
2024,AIA,Selangor,2,1,1
2024,ALB,Johor,83,61,22
2024,ALB,Kedah,10,6,4
2024,ALB,Perak,1,1,0
2024,ALB,Perlis,1,0,1
2024,ALB,Pulau Pinang,55,18,37
2024,ALB,Sabah,4,3,1
2024,ALB,Sarawak,1,1,0
2024,ALB,Selangor,205,116,89
2024,AND,Johor,1,0,1
2024,AND,Perlis,1,1,0
2024,AND,Pulau Pinang,3,3,0
2024,AND,Selangor,50,33,17
2024,ANT,Selangor,1,0,1
2024,ARE,Johor,103,46,57
2024,ARE,Kedah,51,35,16
2024,ARE,Kelantan,1,0,1
2024,ARE,Perak,1,1,0
2024,ARE,Pulau Pinang,28,23,5
2024,ARE,Sabah,5,4,1
2024,ARE,Selangor,2319,1406,913
2024,ARG,Johor,577,305,272
2024,ARG,Kedah,526,249,277
2024,ARG,Kelantan,4,1,3
2024,ARG,Perak,3,2,1
2024,ARG,Perlis,31,19,12
2024,ARG,Pulau Pinang,65,32,33
2024,ARG,Sabah,24,11,13
2024,ARG,Sarawak,28,23,5
2024,ARG,Selangor,3278,1669,1609
2024,ARG,Terengganu,1,1,0
2024,ARM,Johor,41,15,26
2024,ARM,Kedah,15,6,9
2024,ARM,Pulau Pinang,10,4,6
2024,ARM,Sabah,7,3,4
2024,ARM,Selangor,536,225,311
2024,ATA,Selangor,1,1,0
2024,ATG,Johor,21,14,7
2024,ATG,Kedah,3,0,3
2024,ATG,Pulau Pinang,4,4,0
2024,ATG,Sabah,2,0,2
2024,ATG,Selangor,81,49,32
2024,AUS,Johor,32653,19070,13583
2024,AUS,Kedah,4674,2499,2175
2024,AUS,Kelantan,80,57,23
2024,AUS,Melaka,13,10,3
2024,AUS,Negeri Sembilan,9,7,2
2024,AUS,Pahang,257,134,123
2024,AUS,Perak,1443,747,696
2024,AUS,Perlis,550,343,207
2024,AUS,Pulau Pinang,12798,6671,6127
2024,AUS,Sabah,2694,1397,1297
2024,AUS,Sarawak,3865,2199,1666
2024,AUS,Selangor,154448,88274,66174
2024,AUS,Terengganu,11,5,6
2024,AUS,W.P. Labuan,55,34,21
2024,AUT,Johor,1240,844,396
2024,AUT,Kedah,767,401,366
2024,AUT,Kelantan,28,25,3
2024,AUT,Negeri Sembilan,2,1,1
2024,AUT,Pahang,1,0,1
2024,AUT,Perak,17,11,6
2024,AUT,Perlis,73,45,28
2024,AUT,Pulau Pinang,496,343,153
2024,AUT,Sabah,102,55,47
2024,AUT,Sarawak,134,80,54
2024,AUT,Selangor,5613,3368,2245
2024,AUT,W.P. Labuan,5,3,2
2024,AZE,Johor,93,49,44
2024,AZE,Kedah,48,19,29
2024,AZE,Kelantan,1,1,0
2024,AZE,Perlis,1,1,0
2024,AZE,Pulau Pinang,18,12,6
2024,AZE,Sabah,2,2,0
2024,AZE,Sarawak,6,3,3
2024,AZE,Selangor,1039,537,502
2024,AZE,W.P. Labuan,1,0,1
2024,BDI,Johor,1,1,0
2024,BDI,Pulau Pinang,2,2,0
2024,BDI,Sarawak,2,1,1
2024,BDI,Selangor,23,16,7
2024,BEL,Johor,1584,944,640
2024,BEL,Kedah,864,451,413
2024,BEL,Kelantan,15,7,8
2024,BEL,Melaka,5,3,2
2024,BEL,Pahang,7,2,5
2024,BEL,Perak,16,11,5
2024,BEL,Perlis,90,58,32
2024,BEL,Pulau Pinang,527,343,184
2024,BEL,Sabah,164,87,77
2024,BEL,Sarawak,178,101,77
2024,BEL,Selangor,9215,5420,3795
2024,BEL,Terengganu,1,1,0
2024,BEL,W.P. Labuan,6,3,3
2024,BEN,Johor,9,6,3
2024,BEN,Pulau Pinang,1,1,0
2024,BEN,Sarawak,1,0,1
2024,BEN,Selangor,67,48,19
2024,BFA,Johor,2,1,1
2024,BFA,Pulau Pinang,1,1,0
2024,BFA,Selangor,57,49,8
2024,BGD,Johor,17575,14162,3413
2024,BGD,Kedah,704,430,274
2024,BGD,Kelantan,14,14,0
2024,BGD,Negeri Sembilan,2,2,0
2024,BGD,Pahang,3,1,2
2024,BGD,Perak,21,19,2
2024,BGD,Perlis,14,10,4
2024,BGD,Pulau Pinang,1331,1182,149
2024,BGD,Sabah,29,25,4
2024,BGD,Sarawak,691,517,174
2024,BGD,Selangor,204543,190897,13646
2024,BGD,Terengganu,1,1,0
2024,BGD,W.P. Labuan,54,49,5
2024,BGR,Johor,373,206,167
2024,BGR,Kedah,130,63,67
2024,BGR,Kelantan,3,3,0
2024,BGR,Perak,8,6,2
2024,BGR,Perlis,3,3,0
2024,BGR,Pulau Pinang,84,58,26
2024,BGR,Sabah,15,9,6
2024,BGR,Sarawak,14,12,2
2024,BGR,Selangor,2193,1122,1071
2024,BHR,Johor,76,43,33
2024,BHR,Kedah,27,15,12
2024,BHR,Perlis,1,1,0
2024,BHR,Pulau Pinang,25,9,16
2024,BHR,Sabah,1,0,1
2024,BHR,Sarawak,1,1,0
2024,BHR,Selangor,1032,564,468
2024,BHS,Johor,5,3,2
2024,BHS,Perlis,1,1,0
2024,BHS,Pulau Pinang,1,0,1
2024,BHS,Selangor,50,25,25
2024,BIH,Johor,62,35,27
2024,BIH,Kedah,7,2,5
2024,BIH,Perlis,1,1,0
2024,BIH,Pulau Pinang,9,7,2
2024,BIH,Sabah,4,4,0
2024,BIH,Sarawak,6,6,0
2024,BIH,Selangor,446,262,184
2024,BLR,Johor,79,36,43
2024,BLR,Kedah,165,69,96
2024,BLR,Kelantan,17,9,8
2024,BLR,Perak,1,1,0
2024,BLR,Perlis,3,1,2
2024,BLR,Pulau Pinang,68,28,40
2024,BLR,Sabah,25,11,14
2024,BLR,Sarawak,11,7,4
2024,BLR,Selangor,3021,1402,1619
2024,BLR,W.P. Labuan,1,1,0
2024,BLZ,Johor,17,15,2
2024,BLZ,Pulau Pinang,1,1,0
2024,BLZ,Selangor,41,19,22
2024,BMU,Selangor,3,0,3
2024,BOL,Johor,21,9,12
2024,BOL,Kedah,1,1,0
2024,BOL,Pulau Pinang,7,4,3
2024,BOL,Sarawak,10,5,5
2024,BOL,Selangor,136,73,63
2024,BRA,Johor,1764,966,798
2024,BRA,Kedah,650,311,339
2024,BRA,Kelantan,4,3,1
2024,BRA,Pahang,4,1,3
2024,BRA,Perak,16,7,9
2024,BRA,Perlis,48,18,30
2024,BRA,Pulau Pinang,190,112,78
2024,BRA,Sabah,59,28,31
2024,BRA,Sarawak,40,26,14
2024,BRA,Selangor,6545,3696,2849
2024,BRB,Johor,16,4,12
2024,BRB,Kedah,2,2,0
2024,BRB,Pulau Pinang,3,0,3
2024,BRB,Selangor,44,21,23
2024,BRN,Johor,2349,1204,1145
2024,BRN,Kedah,182,101,81
2024,BRN,Kelantan,63,27,36
2024,BRN,Melaka,5,2,3
2024,BRN,Pahang,1,0,1
2024,BRN,Perak,27,13,14
2024,BRN,Perlis,191,93,98
2024,BRN,Pulau Pinang,119,48,71
2024,BRN,Sabah,6700,2869,3831
2024,BRN,Sarawak,835974,448691,387283
2024,BRN,Selangor,32034,15581,16453
2024,BRN,W.P. Labuan,7633,4777,2856
2024,BTN,Johor,49,37,12
2024,BTN,Kedah,4,4,0
2024,BTN,Perak,4,2,2
2024,BTN,Perlis,5,2,3
2024,BTN,Pulau Pinang,84,44,40
2024,BTN,Sabah,1,0,1
2024,BTN,Sarawak,3,3,0
2024,BTN,Selangor,422,266,156
2024,BWA,Johor,4,3,1
2024,BWA,Kedah,3,1,2
2024,BWA,Pulau Pinang,1,0,1
2024,BWA,Sarawak,1,1,0
2024,BWA,Selangor,91,40,51
2024,CAF,Selangor,1,1,0
2024,CAN,Johor,9880,5493,4387
2024,CAN,Kedah,1810,963,847
2024,CAN,Kelantan,41,32,9
2024,CAN,Melaka,4,3,1
2024,CAN,Negeri Sembilan,13,8,5
2024,CAN,Pahang,31,18,13
2024,CAN,Perak,189,102,87
2024,CAN,Perlis,302,182,120
2024,CAN,Pulau Pinang,3645,1963,1682
2024,CAN,Sabah,1170,582,588
2024,CAN,Sarawak,2271,1233,1038
2024,CAN,Selangor,31161,17689,13472
2024,CAN,Terengganu,1,1,0
2024,CAN,W.P. Labuan,43,25,18
2024,CCK,Selangor,1,0,1
2024,CHE,Johor,2685,1586,1099
2024,CHE,Kedah,1314,687,627
2024,CHE,Kelantan,14,7,7
2024,CHE,Melaka,1,1,0
2024,CHE,Negeri Sembilan,10,6,4
2024,CHE,Pahang,21,11,10
2024,CHE,Perak,62,39,23
2024,CHE,Perlis,188,105,83
2024,CHE,Pulau Pinang,952,607,345
2024,CHE,Sabah,266,140,126
2024,CHE,Sarawak,242,119,123
2024,CHE,Selangor,9590,5663,3927
2024,CHE,W.P. Labuan,1,1,0
2024,CHL,Johor,272,131,141
2024,CHL,Kedah,142,59,83
2024,CHL,Kelantan,7,4,3
2024,CHL,Pahang,1,1,0
2024,CHL,Perlis,25,18,7
2024,CHL,Pulau Pinang,56,34,22
2024,CHL,Sabah,26,13,13
2024,CHL,Sarawak,8,7,1
2024,CHL,Selangor,2244,1107,1137
2024,CHN,Johor,469510,205170,264340
2024,CHN,Kedah,16417,7178,9239
2024,CHN,Kelantan,191,115,76
2024,CHN,Melaka,52,43,9
2024,CHN,Negeri Sembilan,10,10,0
2024,CHN,Pahang,320,196,124
2024,CHN,Perak,2164,986,1178
2024,CHN,Perlis,2779,1476,1303
2024,CHN,Pulau Pinang,75408,37488,37920
2024,CHN,Sabah,123374,52952,70422
2024,CHN,Sarawak,10246,5234,5012
2024,CHN,Selangor,940857,459989,480868
2024,CHN,W.P. Labuan,287,238,49
2024,CIV,Johor,6,5,1
2024,CIV,Pulau Pinang,1,0,1
2024,CIV,Sabah,2,0,2
2024,CIV,Sarawak,2,1,1
2024,CIV,Selangor,115,75,40
2024,CMR,Johor,4,1,3
2024,CMR,Kedah,4,1,3
2024,CMR,Pulau Pinang,4,2,2
2024,CMR,Sabah,1,1,0
2024,CMR,Selangor,172,110,62
2024,COD,Johor,15,13,2
2024,COD,Sabah,2,2,0
2024,COD,Sarawak,1,1,0
2024,COD,Selangor,125,83,42
2024,COG,Selangor,17,13,4
2024,COL,Johor,202,92,110
2024,COL,Kedah,42,18,24
2024,COL,Perak,5,5,0
2024,COL,Pulau Pinang,44,23,21
2024,COL,Sabah,16,8,8
2024,COL,Sarawak,12,7,5
2024,COL,Selangor,1324,702,622
2024,COL,W.P. Labuan,1,1,0
2024,COM,Johor,6,3,3
2024,COM,Kedah,2,0,2
2024,COM,Pulau Pinang,1,1,0
2024,COM,Selangor,110,63,47
2024,CPV,Johor,3,1,2
2024,CPV,Selangor,15,8,7
2024,CRI,Johor,100,63,37
2024,CRI,Kedah,8,3,5
2024,CRI,Pulau Pinang,75,52,23
2024,CRI,Sabah,7,4,3
2024,CRI,Sarawak,4,4,0
2024,CRI,Selangor,421,211,210
2024,CUB,Johor,61,41,20
2024,CUB,Kedah,1,0,1
2024,CUB,Pulau Pinang,8,5,3
2024,CUB,Sabah,4,1,3
2024,CUB,Selangor,136,71,65
2024,CYP,Johor,39,24,15
2024,CYP,Kedah,12,7,5
2024,CYP,Pulau Pinang,16,8,8
2024,CYP,Sabah,5,3,2
2024,CYP,Sarawak,3,1,2
2024,CYP,Selangor,482,318,164
2024,CZE,Johor,766,400,366
2024,CZE,Kedah,1005,476,529
2024,CZE,Kelantan,5,5,0
2024,CZE,Perak,4,2,2
2024,CZE,Perlis,60,37,23
2024,CZE,Pulau Pinang,219,124,95
2024,CZE,Sabah,79,43,36
2024,CZE,Sarawak,98,65,33
2024,CZE,Selangor,4816,2737,2079
2024,CZE,W.P. Labuan,19,8,11
2024,DEU,Johor,14839,8941,5898
2024,DEU,Kedah,8828,4491,4337
2024,DEU,Kelantan,72,52,20
2024,DEU,Melaka,18,12,6
2024,DEU,Negeri Sembilan,13,6,7
2024,DEU,Pahang,70,42,28
2024,DEU,Perak,181,127,54
2024,DEU,Perlis,849,508,341
2024,DEU,Pulau Pinang,4792,3285,1507
2024,DEU,Sabah,923,520,403
2024,DEU,Sarawak,1428,837,591
2024,DEU,Selangor,61701,35499,26202
2024,DEU,W.P. Labuan,52,30,22
2024,DJI,Johor,4,2,2
2024,DJI,Kedah,2,1,1
2024,DJI,Selangor,78,46,32
2024,DMA,Johor,34,22,12
2024,DMA,Kedah,13,7,6
2024,DMA,Perak,1,1,0
2024,DMA,Pulau Pinang,15,12,3
2024,DMA,Sabah,2,1,1
2024,DMA,Sarawak,3,1,2
2024,DMA,Selangor,308,231,77
2024,DNK,Johor,1842,1316,526
2024,DNK,Kedah,1468,690,778
2024,DNK,Kelantan,20,15,5
2024,DNK,Melaka,1,1,0
2024,DNK,Pahang,25,8,17
2024,DNK,Perak,24,14,10
2024,DNK,Perlis,75,45,30
2024,DNK,Pulau Pinang,485,304,181
2024,DNK,Sabah,194,104,90
2024,DNK,Sarawak,93,54,39
2024,DNK,Selangor,7878,4471,3407
2024,DNK,Terengganu,19,4,15
2024,DNK,W.P. Labuan,5,2,3
2024,DOM,Johor,19,1,18
2024,DOM,Kedah,1,1,0
2024,DOM,Perlis,1,1,0
2024,DOM,Pulau Pinang,6,1,5
2024,DOM,Sabah,5,2,3
2024,DOM,Selangor,94,51,43
2024,DZA,Johor,189,146,43
2024,DZA,Kedah,44,28,16
2024,DZA,Kelantan,7,7,0
2024,DZA,Perlis,7,4,3
2024,DZA,Pulau Pinang,11,9,2
2024,DZA,Sabah,9,4,5
2024,DZA,Sarawak,21,18,3
2024,DZA,Selangor,4279,2779,1500
2024,DZA,W.P. Labuan,1,1,0
2024,ECU,Johor,87,44,43
2024,ECU,Kedah,7,3,4
2024,ECU,Perlis,1,0,1
2024,ECU,Pulau Pinang,17,6,11
2024,ECU,Sabah,3,1,2
2024,ECU,Sarawak,2,2,0
2024,ECU,Selangor,490,239,251
2024,EGY,Johor,1292,1081,211
2024,EGY,Kedah,120,71,49
2024,EGY,Kelantan,9,4,5
2024,EGY,Melaka,1,1,0
2024,EGY,Perak,1,1,0
2024,EGY,Perlis,5,5,0
2024,EGY,Pulau Pinang,126,89,37
2024,EGY,Sabah,22,15,7
2024,EGY,Sarawak,701,466,235
2024,EGY,Selangor,10835,7134,3701
2024,ERI,Johor,2,2,0
2024,ERI,Selangor,126,68,58
2024,ESP,Johor,3146,1915,1231
2024,ESP,Kedah,1318,640,678
2024,ESP,Kelantan,31,21,10
2024,ESP,Melaka,2,1,1
2024,ESP,Negeri Sembilan,6,3,3
2024,ESP,Pahang,12,9,3
2024,ESP,Perak,36,18,18
2024,ESP,Perlis,134,72,62
2024,ESP,Pulau Pinang,788,445,343
2024,ESP,Sabah,306,169,137
2024,ESP,Sarawak,322,199,123
2024,ESP,Selangor,17486,9795,7691
2024,ESP,W.P. Labuan,25,15,10
2024,EST,Johor,271,143,128
2024,EST,Kedah,375,175,200
2024,EST,Kelantan,7,4,3
2024,EST,Perlis,11,8,3
2024,EST,Pulau Pinang,82,44,38
2024,EST,Sabah,24,11,13
2024,EST,Sarawak,15,6,9
2024,EST,Selangor,1681,861,820
2024,EST,W.P. Labuan,4,1,3
2024,ETH,Johor,25,19,6
2024,ETH,Pulau Pinang,9,4,5
2024,ETH,Sarawak,2,1,1
2024,ETH,Selangor,235,156,79
2024,FIN,Johor,1575,875,700
2024,FIN,Kedah,979,451,528
2024,FIN,Kelantan,6,3,3
2024,FIN,Perak,23,12,11
2024,FIN,Perlis,57,42,15
2024,FIN,Pulau Pinang,352,226,126
2024,FIN,Sabah,102,55,47
2024,FIN,Sarawak,63,27,36
2024,FIN,Selangor,3981,2203,1778
2024,FIN,W.P. Labuan,3,2,1
2024,FJI,Johor,569,260,309
2024,FJI,Kedah,5,4,1
2024,FJI,Perlis,2,0,2
2024,FJI,Pulau Pinang,24,10,14
2024,FJI,Sabah,4,3,1
2024,FJI,Sarawak,6,6,0
2024,FJI,Selangor,757,372,385
2024,FJI,Terengganu,1,1,0
2024,FJI,W.P. Labuan,1,1,0
2024,FRA,Johor,14199,8470,5729
2024,FRA,Kedah,6189,3172,3017
2024,FRA,Kelantan,175,107,68
2024,FRA,Melaka,30,17,13
2024,FRA,Negeri Sembilan,8,3,5
2024,FRA,Pahang,169,84,85
2024,FRA,Perak,176,114,62
2024,FRA,Perlis,650,410,240
2024,FRA,Pulau Pinang,2697,1648,1049
2024,FRA,Sabah,894,502,392
2024,FRA,Sarawak,715,435,280
2024,FRA,Selangor,62248,35369,26879
2024,FRA,Terengganu,2,2,0
2024,FRA,W.P. Labuan,24,17,7
2024,FSM,Johor,2,0,2
2024,FSM,Selangor,7,5,2
2024,GAB,Johor,17,9,8
2024,GAB,Sabah,1,0,1
2024,GAB,Selangor,43,26,17
2024,GBR,Johor,31108,19661,11447
2024,GBR,Kedah,15825,8028,7797
2024,GBR,Kelantan,117,82,35
2024,GBR,Melaka,29,16,13
2024,GBR,Negeri Sembilan,7,7,0
2024,GBR,Pahang,124,90,34
2024,GBR,Perak,687,410,277
2024,GBR,Perlis,1239,801,438
2024,GBR,Pulau Pinang,18084,9736,8348
2024,GBR,Sabah,3595,1917,1678
2024,GBR,Sarawak,7580,4710,2870
2024,GBR,Selangor,131694,77224,54470
2024,GBR,Terengganu,2,2,0
2024,GBR,W.P. Labuan,294,199,95
2024,GEO,Johor,71,36,35
2024,GEO,Kedah,14,4,10
2024,GEO,Kelantan,1,1,0
2024,GEO,Perlis,1,1,0
2024,GEO,Pulau Pinang,11,9,2
2024,GEO,Sabah,7,2,5
2024,GEO,Sarawak,5,1,4
2024,GEO,Selangor,397,214,183
2024,GHA,Johor,40,36,4
2024,GHA,Kedah,4,4,0
2024,GHA,Perak,1,1,0
2024,GHA,Pulau Pinang,57,32,25
2024,GHA,Sabah,2,1,1
2024,GHA,Sarawak,2,2,0
2024,GHA,Selangor,605,401,204
2024,GIN,Johor,35,28,7
2024,GIN,Kedah,4,4,0
2024,GIN,Kelantan,1,1,0
2024,GIN,Pulau Pinang,2,1,1
2024,GIN,Sarawak,1,1,0
2024,GIN,Selangor,335,241,94
2024,GMB,Johor,13,5,8
2024,GMB,Sabah,2,2,0
2024,GMB,Selangor,156,116,40
2024,GNB,Selangor,6,5,1
2024,GNQ,Johor,2,2,0
2024,GNQ,Selangor,12,6,6
2024,GRC,Johor,399,291,108
2024,GRC,Kedah,123,78,45
2024,GRC,Kelantan,1,1,0
2024,GRC,Negeri Sembilan,1,1,0
2024,GRC,Pahang,1,1,0
2024,GRC,Perak,8,6,2
2024,GRC,Perlis,13,10,3
2024,GRC,Pulau Pinang,75,39,36
2024,GRC,Sabah,26,17,9
2024,GRC,Sarawak,25,13,12
2024,GRC,Selangor,1830,1208,622
2024,GRC,W.P. Labuan,2,2,0
2024,GRD,Johor,37,22,15
2024,GRD,Kedah,4,2,2
2024,GRD,Pulau Pinang,1,1,0
2024,GRD,Selangor,55,45,10
2024,GRL,Johor,1,0,1
2024,GRL,Selangor,1,1,0
2024,GTM,Johor,27,19,8
2024,GTM,Kedah,4,3,1
2024,GTM,Pulau Pinang,8,4,4
2024,GTM,Sabah,3,2,1
2024,GTM,Selangor,142,84,58
2024,GUY,Johor,9,7,2
2024,GUY,Pulau Pinang,4,0,4
2024,GUY,Sabah,1,1,0
2024,GUY,Selangor,46,30,16
2024,HKG,Johor,42,25,17
2024,HKG,Kedah,10,5,5
2024,HKG,Pahang,8,5,3
2024,HKG,Perak,283,123,160
2024,HKG,Perlis,6,4,2
2024,HKG,Pulau Pinang,149,61,88
2024,HKG,Sabah,13768,6038,7730
2024,HKG,Sarawak,1,1,0
2024,HKG,Selangor,1373,680,693
2024,HKG,W.P. Labuan,2,2,0
2024,HND,Johor,30,21,9
2024,HND,Kedah,2,2,0
2024,HND,Pulau Pinang,3,2,1
2024,HND,Sabah,2,0,2
2024,HND,Selangor,108,64,44
2024,HRV,Johor,196,156,40
2024,HRV,Kedah,53,26,27
2024,HRV,Kelantan,2,2,0
2024,HRV,Perlis,7,4,3
2024,HRV,Pulau Pinang,45,31,14
2024,HRV,Sabah,24,21,3
2024,HRV,Sarawak,10,7,3
2024,HRV,Selangor,1459,875,584
2024,HTI,Johor,7,5,2
2024,HTI,Sabah,2,2,0
2024,HTI,Selangor,78,55,23
2024,HUN,Johor,680,413,267
2024,HUN,Kedah,483,236,247
2024,HUN,Kelantan,6,5,1
2024,HUN,Perak,12,7,5
2024,HUN,Perlis,40,25,15
2024,HUN,Pulau Pinang,229,129,100
2024,HUN,Sabah,108,56,52
2024,HUN,Sarawak,139,69,70
2024,HUN,Selangor,4683,2513,2170
2024,HUN,W.P. Labuan,1,0,1
2024,IDN,Johor,616116,278359,337757
2024,IDN,Kedah,30384,11246,19138
2024,IDN,Kelantan,942,517,425
2024,IDN,Melaka,23459,10520,12939
2024,IDN,Negeri Sembilan,36111,21961,14150
