year,country,soe,arrivals,arrivals_male,arrivals_female
2020,MEX,Perlis,7,6,1
2020,MEX,Pulau Pinang,43,26,17
2020,MEX,Sabah,10,5,5
2020,MEX,Sarawak,17,10,7
2020,MEX,Selangor,1257,650,607
2020,MEX,W.P. Labuan,1,1,0
2020,MHL,Johor,2,1,1
2020,MHL,Kedah,0,0,0
2020,MHL,Perak,0,0,0
2020,MHL,Pulau Pinang,0,0,0
2020,MHL,Sabah,0,0,0
2020,MHL,Selangor,8,5,3
2020,MKD,Johor,31,17,14
2020,MKD,Kedah,5,4,1
2020,MKD,Perak,0,0,0
2020,MKD,Pulau Pinang,0,0,0
2020,MKD,Sabah,2,1,1
2020,MKD,Sarawak,4,4,0
2020,MKD,Selangor,87,57,30
2020,MLI,Johor,4,4,0
2020,MLI,Sabah,0,0,0
2020,MLI,Selangor,27,22,5
2020,MLT,Johor,17,13,4
2020,MLT,Kedah,13,10,3
2020,MLT,Kelantan,0,0,0
2020,MLT,Perak,2,0,2
2020,MLT,Perlis,0,0,0
2020,MLT,Pulau Pinang,3,3,0
2020,MLT,Sabah,3,2,1
2020,MLT,Sarawak,0,0,0
2020,MLT,Selangor,96,68,28
2020,MLT,W.P. Labuan,2,1,1
2020,MMR,Johor,8946,3167,5779
2020,MMR,Kedah,58,40,18
2020,MMR,Kelantan,9,2,7
2020,MMR,Negeri Sembilan,0,0,0
2020,MMR,Pahang,13,11,2
2020,MMR,Perak,27,5,22
2020,MMR,Perlis,10,1,9
2020,MMR,Pulau Pinang,825,555,270
2020,MMR,Sabah,20,6,14
2020,MMR,Sarawak,179,105,74
2020,MMR,Selangor,26717,20391,6326
2020,MMR,Terengganu,0,0,0
2020,MMR,W.P. Labuan,5,3,2
2020,MNE,Johor,10,10,0
2020,MNE,Kedah,0,0,0
2020,MNE,Pulau Pinang,1,1,0
2020,MNE,Sabah,3,2,1
2020,MNE,Sarawak,0,0,0
2020,MNE,Selangor,64,45,19
2020,MNG,Johor,363,154,209
2020,MNG,Kedah,52,7,45
2020,MNG,Kelantan,0,0,0
2020,MNG,Perak,0,0,0
2020,MNG,Perlis,5,1,4
2020,MNG,Pulau Pinang,16,9,7
2020,MNG,Sabah,12,5,7
2020,MNG,Sarawak,7,6,1
2020,MNG,Selangor,924,381,543
2020,MNP,Selangor,2,2,0
2020,MOZ,Johor,0,0,0
2020,MOZ,Kedah,0,0,0
2020,MOZ,Perak,1,1,0
2020,MOZ,Pulau Pinang,0,0,0
2020,MOZ,Sabah,1,1,0
2020,MOZ,Sarawak,0,0,0
2020,MOZ,Selangor,116,71,45
2020,MRT,Johor,1,1,0
2020,MRT,Kedah,1,1,0
2020,MRT,Pulau Pinang,0,0,0
2020,MRT,Sabah,0,0,0
2020,MRT,Sarawak,0,0,0
2020,MRT,Selangor,70,56,14
2020,MUS,Johor,398,219,179
2020,MUS,Kedah,4,2,2
2020,MUS,Kelantan,0,0,0
2020,MUS,Pahang,1,1,0
2020,MUS,Perak,0,0,0
2020,MUS,Perlis,1,0,1
2020,MUS,Pulau Pinang,9,4,5
2020,MUS,Sabah,7,5,2
2020,MUS,Sarawak,1,1,0
2020,MUS,Selangor,2019,1033,986
2020,MWI,Johor,3,3,0
2020,MWI,Pulau Pinang,1,1,0
2020,MWI,Sabah,0,0,0
2020,MWI,Sarawak,0,0,0
2020,MWI,Selangor,63,34,29
2020,MYT,Selangor,1,0,1
2020,NAM,Johor,4,2,2
2020,NAM,Kedah,1,0,1
2020,NAM,Perak,0,0,0
2020,NAM,Perlis,1,0,1
2020,NAM,Pulau Pinang,2,0,2
2020,NAM,Sabah,0,0,0
2020,NAM,Sarawak,0,0,0
2020,NAM,Selangor,54,23,31
2020,NCL,Selangor,0,0,0
2020,NER,Johor,0,0,0
2020,NER,Sabah,0,0,0
2020,NER,Selangor,12,9,3
2020,NGA,Johor,56,48,8
2020,NGA,Kedah,2,2,0
2020,NGA,Perlis,1,1,0
2020,NGA,Pulau Pinang,25,19,6
2020,NGA,Sabah,0,0,0
2020,NGA,Sarawak,16,13,3
2020,NGA,Selangor,2032,1681,351
2020,NIC,Johor,5,3,2
2020,NIC,Kedah,1,1,0
2020,NIC,Pulau Pinang,1,1,0
2020,NIC,Sabah,1,0,1
2020,NIC,Selangor,19,10,9
2020,NLD,Johor,2403,1571,832
2020,NLD,Kedah,1181,602,579
2020,NLD,Kelantan,28,19,9
2020,NLD,Melaka,12,6,6
2020,NLD,Negeri Sembilan,0,0,0
2020,NLD,Pahang,4,3,1
2020,NLD,Perak,41,26,15
2020,NLD,Perlis,158,97,61
2020,NLD,Pulau Pinang,612,395,217
2020,NLD,Sabah,209,117,92
2020,NLD,Sarawak,559,360,199
2020,NLD,Selangor,11812,7266,4546
2020,NLD,Terengganu,0,0,0
2020,NLD,W.P. Labuan,26,16,10
2020,NOR,Johor,543,322,221
2020,NOR,Kedah,503,252,251
2020,NOR,Kelantan,2,1,1
2020,NOR,Melaka,0,0,0
2020,NOR,Pahang,5,3,2
2020,NOR,Perak,8,6,2
2020,NOR,Perlis,41,24,17
2020,NOR,Pulau Pinang,162,99,63
2020,NOR,Sabah,36,27,9
2020,NOR,Sarawak,90,63,27
2020,NOR,Selangor,2779,1633,1146
2020,NOR,W.P. Labuan,3,3,0
2020,NPL,Johor,2470,2103,367
2020,NPL,Kedah,23,18,5
2020,NPL,Pahang,0,0,0
2020,NPL,Perak,0,0,0
2020,NPL,Perlis,2,2,0
2020,NPL,Pulau Pinang,225,210,15
2020,NPL,Sabah,62,62,0
2020,NPL,Sarawak,397,288,109
2020,NPL,Selangor,30139,28610,1529
2020,NPL,W.P. Labuan,240,202,38
2020,NRU,Johor,0,0,0
2020,NRU,Pulau Pinang,1,1,0
2020,NRU,Selangor,2,2,0
2020,NZL,Johor,2083,1270,813
2020,NZL,Kedah,309,189,120
2020,NZL,Kelantan,11,7,4
2020,NZL,Melaka,5,2,3
2020,NZL,Negeri Sembilan,0,0,0
2020,NZL,Pahang,5,5,0
2020,NZL,Perak,53,33,20
2020,NZL,Perlis,61,43,18
2020,NZL,Pulau Pinang,513,292,221
2020,NZL,Sabah,171,92,79
2020,NZL,Sarawak,392,234,158
2020,NZL,Selangor,7201,4306,2895
2020,NZL,Terengganu,0,0,0
2020,NZL,W.P. Labuan,12,10,2
2020,OMN,Johor,75,49,26
2020,OMN,Kedah,22,14,8
2020,OMN,Kelantan,0,0,0
2020,OMN,Melaka,0,0,0
2020,OMN,Perak,0,0,0
2020,OMN,Perlis,4,4,0
2020,OMN,Pulau Pinang,29,15,14
2020,OMN,Sabah,1,1,0
2020,OMN,Sarawak,60,33,27
2020,OMN,Selangor,3186,1890,1296
2020,PAK,Johor,2136,1640,496
2020,PAK,Kedah,246,165,81
2020,PAK,Kelantan,25,25,0
2020,PAK,Melaka,0,0,0
2020,PAK,Negeri Sembilan,0,0,0
2020,PAK,Pahang,1,1,0
2020,PAK,Perak,12,11,1
2020,PAK,Perlis,45,38,7
2020,PAK,Pulau Pinang,122,104,18
2020,PAK,Sabah,45,38,7
2020,PAK,Sarawak,895,837,58
2020,PAK,Selangor,33043,28154,4889
2020,PAK,W.P. Labuan,39,39,0
2020,PAN,Johor,18,13,5
2020,PAN,Kedah,2,1,1
2020,PAN,Perak,0,0,0
2020,PAN,Perlis,0,0,0
2020,PAN,Pulau Pinang,2,2,0
2020,PAN,Sabah,4,2,2
2020,PAN,Sarawak,0,0,0
2020,PAN,Selangor,95,42,53
2020,PER,Johor,82,42,40
2020,PER,Kedah,23,8,15
2020,PER,Kelantan,2,1,1
2020,PER,Pahang,0,0,0
2020,PER,Perak,0,0,0
2020,PER,Perlis,3,2,1
2020,PER,Pulau Pinang,9,4,5
2020,PER,Sabah,7,3,4
2020,PER,Sarawak,3,2,1
2020,PER,Selangor,378,202,176
2020,PER,W.P. Labuan,1,0,1
2020,PHL,Johor,40530,13114,27416
2020,PHL,Kedah,3061,1046,2015
2020,PHL,Kelantan,145,67,78
2020,PHL,Melaka,0,0,0
2020,PHL,Negeri Sembilan,1,0,1
2020,PHL,Pahang,42,33,9
2020,PHL,Perak,141,43,98
2020,PHL,Perlis,506,170,336
2020,PHL,Pulau Pinang,986,370,616
2020,PHL,Sabah,5735,2894,2841
2020,PHL,Sarawak,8293,3722,4571
2020,PHL,Selangor,37013,16429,20584
2020,PHL,Terengganu,0,0,0
2020,PHL,W.P. Labuan,558,265,293
2020,PLW,Johor,0,0,0
2020,PLW,Pulau Pinang,0,0,0
2020,PLW,Selangor,0,0,0
2020,PNG,Johor,34,25,9
2020,PNG,Kedah,0,0,0
2020,PNG,Kelantan,1,0,1
2020,PNG,Perak,0,0,0
2020,PNG,Pulau Pinang,2,0,2
2020,PNG,Sabah,8,5,3
2020,PNG,Sarawak,9,4,5
2020,PNG,Selangor,146,82,64
2020,POL,Johor,1660,868,792
2020,POL,Kedah,1089,544,545
2020,POL,Kelantan,16,4,12
2020,POL,Melaka,1,1,0
2020,POL,Negeri Sembilan,1,1,0
2020,POL,Pahang,0,0,0
2020,POL,Perak,8,3,5
2020,POL,Perlis,146,78,68
2020,POL,Pulau Pinang,274,135,139
2020,POL,Sabah,201,97,104
2020,POL,Sarawak,180,98,82
2020,POL,Selangor,4788,2563,2225
2020,POL,Terengganu,0,0,0
2020,POL,W.P. Labuan,22,15,7
2020,PRK,Selangor,8,7,1
2020,PRT,Johor,421,220,201
2020,PRT,Kedah,252,129,123
2020,PRT,Kelantan,5,3,2
2020,PRT,Melaka,0,0,0
2020,PRT,Pahang,0,0,0
2020,PRT,Perak,4,2,2
2020,PRT,Perlis,22,14,8
2020,PRT,Pulau Pinang,42,21,21
2020,PRT,Sabah,53,27,26
2020,PRT,Sarawak,25,15,10
2020,PRT,Selangor,1402,805,597
2020,PRT,W.P. Labuan,2,1,1
2020,PRY,Johor,6,3,3
2020,PRY,Kedah,2,2,0
2020,PRY,Perak,0,0,0
2020,PRY,Perlis,1,1,0
2020,PRY,Pulau Pinang,0,0,0
2020,PRY,Sabah,0,0,0
2020,PRY,Sarawak,0,0,0
2020,PRY,Selangor,26,7,19
2020,PSE,Johor,21,12,9
2020,PSE,Kedah,18,10,8
2020,PSE,Kelantan,0,0,0
2020,PSE,Melaka,0,0,0
2020,PSE,Perak,0,0,0
2020,PSE,Perlis,0,0,0
2020,PSE,Pulau Pinang,11,7,4
2020,PSE,Sabah,3,3,0
2020,PSE,Sarawak,5,5,0
2020,PSE,Selangor,1157,900,257
2020,QAT,Johor,8,4,4
2020,QAT,Kedah,15,9,6
2020,QAT,Perlis,0,0,0
2020,QAT,Pulau Pinang,3,2,1
2020,QAT,Sabah,0,0,0
2020,QAT,Sarawak,1,1,0
2020,QAT,Selangor,203,150,53
2020,REU,Johor,0,0,0
2020,REU,Sarawak,0,0,0
2020,ROU,Johor,365,216,149
2020,ROU,Kedah,442,214,228
2020,ROU,Kelantan,6,4,2
2020,ROU,Negeri Sembilan,2,2,0
2020,ROU,Pahang,0,0,0
2020,ROU,Perak,4,2,2
2020,ROU,Perlis,7,3,4
2020,ROU,Pulau Pinang,58,34,24
2020,ROU,Sabah,21,11,10
2020,ROU,Sarawak,24,14,10
2020,ROU,Selangor,2186,1170,1016
2020,ROU,W.P. Labuan,5,3,2
2020,RUS,Johor,1269,791,478
2020,RUS,Kedah,3564,1636,1928
2020,RUS,Kelantan,305,140,165
2020,RUS,Melaka,6,6,0
2020,RUS,Negeri Sembilan,0,0,0
2020,RUS,Pahang,13,11,2
2020,RUS,Perak,16,8,8
2020,RUS,Perlis,805,400,405
2020,RUS,Pulau Pinang,371,186,185
2020,RUS,Sabah,364,155,209
2020,RUS,Sarawak,182,96,86
2020,RUS,Selangor,26739,12463,14276
2020,RUS,W.P. Labuan,40,17,23
2020,RWA,Johor,1,1,0
2020,RWA,Kedah,0,0,0
2020,RWA,Pulau Pinang,0,0,0
2020,RWA,Selangor,18,8,10
2020,SAU,Johor,382,202,180
2020,SAU,Kedah,81,40,41
2020,SAU,Kelantan,9,4,5
2020,SAU,Melaka,0,0,0
2020,SAU,Perak,2,1,1
2020,SAU,Perlis,1,1,0
2020,SAU,Pulau Pinang,78,42,36
2020,SAU,Sabah,4,3,1
2020,SAU,Sarawak,12,11,1
2020,SAU,Selangor,24024,12687,11337
2020,SAU,W.P. Labuan,1,1,0
2020,SDN,Johor,20,19,1
2020,SDN,Kedah,2,2,0
2020,SDN,Kelantan,0,0,0
2020,SDN,Perlis,2,1,1
2020,SDN,Pulau Pinang,2,1,1
2020,SDN,Sabah,3,3,0
2020,SDN,Sarawak,5,5,0
2020,SDN,Selangor,3040,1888,1152
2020,SDN,W.P. Labuan,0,0,0
2020,SEN,Johor,18,14,4
2020,SEN,Kedah,1,1,0
2020,SEN,Kelantan,0,0,0
2020,SEN,Perak,0,0,0
2020,SEN,Perlis,0,0,0
2020,SEN,Pulau Pinang,1,1,0
2020,SEN,Sabah,0,0,0
2020,SEN,Sarawak,1,0,1
2020,SEN,Selangor,155,117,38
2020,SGP,Johor,2666810,1613319,1053491
2020,SGP,Kedah,4830,2840,1990
2020,SGP,Kelantan,724,378,346
2020,SGP,Melaka,57,45,12
2020,SGP,Negeri Sembilan,3,2,1
2020,SGP,Pahang,904,467,437
2020,SGP,Perak,8427,4233,4194
2020,SGP,Perlis,375,233,142
2020,SGP,Pulau Pinang,19702,10521,9181
2020,SGP,Sabah,3559,1952,1607
2020,SGP,Sarawak,6246,3636,2610
2020,SGP,Selangor,66106,39115,26991
2020,SGP,Terengganu,9,8,1
2020,SGP,W.P. Labuan,69,57,12
2020,SGS,Johor,0,0,0
2020,SGS,Sabah,0,0,0
2020,SGS,Selangor,0,0,0
2020,SHN,Sarawak,0,0,0
2020,SLB,Johor,7,7,0
2020,SLB,Perlis,0,0,0
2020,SLB,Pulau Pinang,0,0,0
2020,SLB,Sabah,2,0,2
2020,SLB,Sarawak,22,8,14
2020,SLB,Selangor,14,6,8
2020,SLB,W.P. Labuan,0,0,0
2020,SLE,Johor,3,2,1
2020,SLE,Kedah,0,0,0
2020,SLE,Perak,0,0,0
2020,SLE,Pulau Pinang,3,2,1
2020,SLE,Sabah,0,0,0
2020,SLE,Selangor,116,75,41
2020,SLV,Johor,2,1,1
2020,SLV,Kedah,1,0,1
2020,SLV,Perak,0,0,0
2020,SLV,Perlis,0,0,0
2020,SLV,Pulau Pinang,3,0,3
2020,SLV,Sabah,3,1,2
2020,SLV,Selangor,44,21,23
2020,SLV,W.P. Labuan,1,0,1
2020,SMR,Johor,0,0,0
2020,SMR,Selangor,8,6,2
2020,SOM,Johor,8,6,2
2020,SOM,Kedah,2,2,0
2020,SOM,Kelantan,0,0,0
2020,SOM,Perlis,1,0,1
2020,SOM,Sabah,1,0,1
2020,SOM,Sarawak,0,0,0
2020,SOM,Selangor,864,547,317
2020,SRB,Johor,32,22,10
2020,SRB,Kedah,22,14,8
2020,SRB,Kelantan,0,0,0
2020,SRB,Pahang,0,0,0
2020,SRB,Perak,0,0,0
2020,SRB,Perlis,0,0,0
2020,SRB,Pulau Pinang,6,5,1
2020,SRB,Sabah,8,5,3
2020,SRB,Sarawak,0,0,0
2020,SRB,Selangor,286,157,129
2020,SSD,Johor,2,2,0
2020,SSD,Kedah,1,1,0
2020,SSD,Sarawak,1,1,0
2020,SSD,Selangor,55,39,16
2020,SSD,W.P. Labuan,1,1,0
2020,STP,Selangor,10,5,5
2020,SUR,Johor,10,5,5
2020,SUR,Kedah,0,0,0
2020,SUR,Kelantan,0,0,0
2020,SUR,Perak,1,0,1
2020,SUR,Perlis,0,0,0
2020,SUR,Pulau Pinang,0,0,0
2020,SUR,Sabah,0,0,0
2020,SUR,Sarawak,1,1,0
2020,SUR,Selangor,20,13,7
2020,SVK,Johor,90,58,32
2020,SVK,Kedah,656,325,331
2020,SVK,Kelantan,6,6,0
2020,SVK,Negeri Sembilan,0,0,0
2020,SVK,Pahang,1,0,1
2020,SVK,Perak,2,1,1
2020,SVK,Perlis,7,4,3
2020,SVK,Pulau Pinang,84,36,48
2020,SVK,Sabah,40,21,19
2020,SVK,Sarawak,14,9,5
2020,SVK,Selangor,1400,754,646
2020,SVK,W.P. Labuan,6,5,1
2020,SVN,Johor,49,30,19
2020,SVN,Kedah,110,58,52
2020,SVN,Kelantan,0,0,0
2020,SVN,Perak,0,0,0
2020,SVN,Perlis,5,4,1
2020,SVN,Pulau Pinang,9,6,3
2020,SVN,Sabah,14,6,8
2020,SVN,Sarawak,5,3,2
2020,SVN,Selangor,470,268,202
2020,SVN,W.P. Labuan,0,0,0
2020,SWE,Johor,966,560,406
2020,SWE,Kedah,2403,1132,1271
2020,SWE,Kelantan,34,28,6
2020,SWE,Melaka,1,0,1
2020,SWE,Negeri Sembilan,0,0,0
2020,SWE,Pahang,7,3,4
2020,SWE,Perak,18,13,5
2020,SWE,Perlis,85,65,20
2020,SWE,Pulau Pinang,335,211,124
2020,SWE,Sabah,110,58,52
2020,SWE,Sarawak,77,47,30
2020,SWE,Selangor,6226,3570,2656
2020,SWE,W.P. Labuan,9,4,5
2020,SWZ,Johor,1,0,1
2020,SWZ,Kedah,0,0,0
2020,SWZ,Pulau Pinang,0,0,0
2020,SWZ,Sabah,0,0,0
2020,SWZ,Selangor,23,13,10
2020,SYC,Johor,22,12,10
2020,SYC,Kedah,1,1,0
2020,SYC,Pulau Pinang,0,0,0
2020,SYC,Sabah,0,0,0
2020,SYC,Sarawak,4,3,1
2020,SYC,Selangor,253,119,134
2020,SYR,Johor,39,29,10
2020,SYR,Kedah,15,10,5
2020,SYR,Kelantan,0,0,0
2020,SYR,Pahang,8,8,0
2020,SYR,Perlis,1,1,0
2020,SYR,Pulau Pinang,9,6,3
2020,SYR,Sabah,3,3,0
2020,SYR,Sarawak,5,2,3
2020,SYR,Selangor,2227,1554,673
2020,SYR,W.P. Labuan,0,0,0
2020,TCA,Perlis,0,0,0
2020,TCD,Johor,2,1,1
2020,TCD,Kedah,0,0,0
2020,TCD,Perlis,0,0,0
2020,TCD,Selangor,57,48,9
2020,TGO,Johor,3,3,0
2020,TGO,Perak,0,0,0
2020,TGO,Pulau Pinang,0,0,0
2020,TGO,Selangor,27,24,3
2020,THA,Johor,13175,4191,8984
2020,THA,Kedah,217617,139975,77642
2020,THA,Kelantan,93115,48842,44273
2020,THA,Melaka,7,6,1
2020,THA,Negeri Sembilan,4,3,1
2020,THA,Pahang,0,0,0
2020,THA,Perak,33981,15685,18296
2020,THA,Perlis,149768,99793,49975
2020,THA,Pulau Pinang,2649,1021,1628
2020,THA,Sabah,271,81,190
2020,THA,Sarawak,1553,675,878
2020,THA,Selangor,25155,10590,14565
2020,THA,Terengganu,3,3,0
2020,THA,W.P. Labuan,38,9,29
2020,TJK,Johor,5,4,1
2020,TJK,Kedah,8,7,1
2020,TJK,Perlis,0,0,0
2020,TJK,Pulau Pinang,2,0,2
2020,TJK,Sabah,2,2,0
2020,TJK,Selangor,309,226,83
2020,TKL,Selangor,2,2,0
2020,TKM,Johor,5,2,3
2020,TKM,Kedah,3,2,1
2020,TKM,Kelantan,0,0,0
2020,TKM,Perlis,1,1,0
2020,TKM,Pulau Pinang,0,0,0
2020,TKM,Sabah,5,2,3
2020,TKM,Sarawak,0,0,0
2020,TKM,Selangor,347,208,139
2020,TLS,Johor,7,3,4
2020,TLS,Kedah,0,0,0
2020,TLS,Perlis,0,0,0
2020,TLS,Pulau Pinang,12,6,6
2020,TLS,Sabah,0,0,0
2020,TLS,Sarawak,4,3,1
2020,TLS,Selangor,235,132,103
2020,TON,Johor,1,1,0
2020,TON,Pulau Pinang,2,1,1
2020,TON,Sarawak,1,0,1
2020,TON,Selangor,19,13,6
2020,TTO,Johor,39,34,5
2020,TTO,Kedah,0,0,0
2020,TTO,Pahang,0,0,0
2020,TTO,Pulau Pinang,4,2,2
2020,TTO,Sabah,0,0,0
2020,TTO,Sarawak,1,1,0
2020,TTO,Selangor,71,43,28
2020,TUN,Johor,28,19,9
2020,TUN,Kedah,36,25,11
2020,TUN,Kelantan,0,0,0
2020,TUN,Melaka,0,0,0
2020,TUN,Perak,0,0,0
2020,TUN,Perlis,0,0,0
2020,TUN,Pulau Pinang,12,7,5
2020,TUN,Sabah,3,0,3
2020,TUN,Sarawak,2,1,1
2020,TUN,Selangor,803,440,363
2020,TUN,W.P. Labuan,0,0,0
2020,TUR,Johor,632,450,182
2020,TUR,Kedah,164,121,43
2020,TUR,Kelantan,11,11,0
2020,TUR,Melaka,1,1,0
2020,TUR,Negeri Sembilan,0,0,0
2020,TUR,Pahang,2,0,2
2020,TUR,Perak,1,1,0
2020,TUR,Perlis,31,27,4
2020,TUR,Pulau Pinang,39,25,14
2020,TUR,Sabah,30,24,6
2020,TUR,Sarawak,61,50,11
2020,TUR,Selangor,2803,1929,874
2020,TUR,W.P. Labuan,3,3,0
2020,TUV,Selangor,0,0,0
2020,TWN,Johor,16099,6913,9186
2020,TWN,Kedah,386,196,190
2020,TWN,Kelantan,13,8,5
2020,TWN,Melaka,25,8,17
2020,TWN,Negeri Sembilan,0,0,0
2020,TWN,Pahang,319,154,165
2020,TWN,Perak,68,23,45
2020,TWN,Perlis,42,23,19
2020,TWN,Pulau Pinang,7118,3651,3467
2020,TWN,Sabah,6660,3172,3488
2020,TWN,Sarawak,738,287,451
2020,TWN,Selangor,35361,17751,17610
2020,TWN,W.P. Labuan,31,17,14
2020,TZA,Johor,64,38,26
2020,TZA,Kedah,1,1,0
2020,TZA,Perak,0,0,0
2020,TZA,Perlis,0,0,0
2020,TZA,Pulau Pinang,0,0,0
2020,TZA,Sabah,4,1,3
2020,TZA,Sarawak,2,1,1
2020,TZA,Selangor,544,286,258
2020,UGA,Johor,86,32,54
2020,UGA,Kedah,1,0,1
2020,UGA,Perak,0,0,0
2020,UGA,Perlis,0,0,0
2020,UGA,Pulau Pinang,3,0,3
2020,UGA,Sabah,1,0,1
2020,UGA,Sarawak,1,1,0
2020,UGA,Selangor,247,127,120
2020,UKR,Johor,417,295,122
2020,UKR,Kedah,997,474,523
2020,UKR,Kelantan,48,26,22
2020,UKR,Melaka,10,10,0
2020,UKR,Negeri Sembilan,1,1,0
2020,UKR,Pahang,12,12,0
2020,UKR,Perak,4,3,1
2020,UKR,Perlis,80,42,38
2020,UKR,Pulau Pinang,132,60,72
2020,UKR,Sabah,67,31,36
2020,UKR,Sarawak,65,41,24
2020,UKR,Selangor,5802,3130,2672
2020,UKR,W.P. Labuan,18,11,7
2020,URY,Johor,202,93,109
2020,URY,Kedah,5,2,3
2020,URY,Kelantan,28,10,18
2020,URY,Perak,0,0,0
2020,URY,Perlis,4,1,3
2020,URY,Pulau Pinang,8,3,5
2020,URY,Sabah,1,1,0
2020,URY,Sarawak,0,0,0
2020,URY,Selangor,232,104,128
2020,URY,W.P. Labuan,0,0,0
2020,USA,Johor,9988,5877,4111
2020,USA,Kedah,1598,902,696
2020,USA,Kelantan,89,60,29
2020,USA,Melaka,8,5,3
2020,USA,Negeri Sembilan,0,0,0
2020,USA,Pahang,22,9,13
2020,USA,Perak,193,107,86
2020,USA,Perlis,295,188,107
2020,USA,Pulau Pinang,3942,2332,1610
2020,USA,Sabah,1086,598,488
2020,USA,Sarawak,815,471,344
2020,USA,Selangor,36384,21661,14723
2020,USA,Terengganu,0,0,0
2020,USA,W.P. Labuan,36,25,11
2020,UZB,Johor,185,117,68
2020,UZB,Kedah,242,67,175
2020,UZB,Kelantan,6,4,2
2020,UZB,Perak,1,1,0
2020,UZB,Perlis,2,0,2
2020,UZB,Pulau Pinang,31,13,18
2020,UZB,Sabah,10,10,0
2020,UZB,Sarawak,7,6,1
2020,UZB,Selangor,3638,2240,1398
2020,VAT,Johor,1,1,0
2020,VAT,Sarawak,0,0,0
2020,VAT,Selangor,5,5,0
2020,VCT,Johor,1,0,1
2020,VCT,Kedah,1,0,1
2020,VCT,Pulau Pinang,0,0,0
2020,VCT,Sarawak,0,0,0
2020,VCT,Selangor,3,3,0
2020,VEN,Johor,55,32,23
2020,VEN,Kedah,6,4,2
2020,VEN,Kelantan,2,2,0
2020,VEN,Melaka,1,0,1
2020,VEN,Perak,1,0,1
2020,VEN,Perlis,0,0,0
2020,VEN,Pulau Pinang,4,3,1
2020,VEN,Sabah,6,5,1
2020,VEN,Sarawak,16,9,7
2020,VEN,Selangor,232,132,100
2020,VEN,W.P. Labuan,0,0,0
2020,VNM,Johor,25019,7376,17643
2020,VNM,Kedah,1480,123,1357
2020,VNM,Kelantan,76,35,41
2020,VNM,Melaka,4,0,4
2020,VNM,Negeri Sembilan,2,2,0
2020,VNM,Pahang,5,3,2
2020,VNM,Perak,164,23,141
2020,VNM,Perlis,340,66,274
2020,VNM,Pulau Pinang,2233,520,1713
2020,VNM,Sabah,92,30,62
2020,VNM,Sarawak,1349,351,998
2020,VNM,Selangor,41277,14363,26914
2020,VNM,Terengganu,20,20,0
2020,VNM,W.P. Labuan,18,14,4
2020,VUT,Johor,59,45,14
2020,VUT,Kedah,2,2,0
2020,VUT,Pulau Pinang,9,7,2
2020,VUT,Sabah,5,5,0
2020,VUT,Sarawak,0,0,0
2020,VUT,Selangor,151,131,20
2020,WSM,Johor,0,0,0
2020,WSM,Sarawak,0,0,0
2020,WSM,Selangor,9,5,4
2020,XXX,Johor,502,268,234
2020,XXX,Kedah,56,26,30
2020,XXX,Kelantan,0,0,0
2020,XXX,Melaka,1,0,1
2020,XXX,Pahang,0,0,0
2020,XXX,Perak,19,14,5
2020,XXX,Perlis,8,7,1
2020,XXX,Pulau Pinang,240,128,112
2020,XXX,Sabah,71,38,33
2020,XXX,Sarawak,165,122,43
2020,XXX,Selangor,1969,1195,774
2020,XXX,W.P. Labuan,3,3,0
2020,YEM,Johor,111,72,39
2020,YEM,Kedah,13,10,3
2020,YEM,Kelantan,1,1,0
2020,YEM,Melaka,18,12,6
2020,YEM,Pahang,0,0,0
2020,YEM,Perak,0,0,0
2020,YEM,Perlis,2,2,0
2020,YEM,Pulau Pinang,20,18,2
2020,YEM,Sabah,2,2,0
2020,YEM,Sarawak,5,3,2
2020,YEM,Selangor,6257,4612,1645
2020,YEM,W.P. Labuan,0,0,0
2020,ZAF,Johor,777,472,305
2020,ZAF,Kedah,221,127,94
2020,ZAF,Kelantan,42,20,22
2020,ZAF,Melaka,2,0,2
2020,ZAF,Pahang,2,1,1
2020,ZAF,Perak,2,2,0
2020,ZAF,Perlis,33,17,16
2020,ZAF,Pulau Pinang,131,72,59
2020,ZAF,Sabah,37,20,17
2020,ZAF,Sarawak,164,105,59
2020,ZAF,Selangor,3449,1931,1518
2020,ZAF,Terengganu,0,0,0
2020,ZAF,W.P. Labuan,16,7,9
2020,ZAR,Selangor,1,0,1
2020,ZMB,Johor,10,6,4
2020,ZMB,Kedah,1,1,0
2020,ZMB,Perak,0,0,0
2020,ZMB,Perlis,0,0,0
2020,ZMB,Pulau Pinang,5,2,3
2020,ZMB,Sabah,0,0,0
